Date,Open,High,Low,Close
20240408,4186.06,4201.28,4158.94,4158.94
20240409,4154.99,4166.77,4143.92,4164.4
20240410,4158.02,4158.02,4106.17,4125.57
20240411,4100.18,4149.3,4100.18,4128.58
20240412,4130.67,4133.26,4098.47,4099.5
20240415,4094.97,4177.15,4092.06,4173.03
20240416,4152.72,4159.71,4107.54,4107.54
20240417,4110.4,4186.05,4110.4,4185.72
20240418,4166.67,4222.5,4166.67,4186.64
20240419,4164.72,4176.88,4142.07,4156.64
20240422,4146.97,4172.22,4134.82,4136.7
20240423,4128.27,4128.27,4094.65,4101.91
20240424,4109.15,4128.71,4095.82,4128.71
20240425,4113.85,4149.33,4111.42,4135.89
20240426,4134.19,4204.85,4134.19,4204.26
20240429,4204.85,4275.84,4204.85,4260.22
20240430,4254.6,4260.42,4232.69,4232.69
20240506,4289.71,4308.44,4286.69,4301.89
20240507,4301.92,4312.33,4293.72,4304.15
20240508,4293.86,4293.86,4260.78,4261.39
20240509,4262.29,4315.22,4262.29,4311.92
20240510,4317.68,4317.68,4280.8,4305.79
20240513,4280.39,4303.02,4270.7,4293.77
20240514,4299.03,4306.41,4278.31,4285.8
20240515,4277.51,4278.63,4249.97,4251.0
20240516,4263.55,4280.86,4253.62,4260.77
20240517,4258.81,4307.94,4248.06,4307.94
20240520,4313.03,4331.97,4310.82,4326.88
20240521,4316.79,4316.79,4293.18,4302.33
20240522,4299.72,4312.17,4293.09,4307.33
20240523,4291.61,4291.61,4239.79,4248.86
20240524,4235.86,4257.12,4202.24,4202.59
20240527,4209.41,4245.31,4201.84,4243.43
20240528,4239.46,4240.97,4208.66,4209.6
20240529,4208.23,4234.56,4205.31,4218.6
20240530,4211.13,4226.05,4192.76,4197.96
20240531,4202.9,4222.02,4182.71,4182.71
20240603,4180.01,4204.01,4166.09,4189.86
20240604,4182.84,4232.92,4181.04,4228.1
20240605,4219.22,4234.73,4199.37,4199.37
20240606,4209.46,4229.33,4185.87,4189.64
20240607,4194.34,4198.29,4144.15,4167.53
20240611,4143.6,4146.94,4119.16,4140.49
20240612,4134.95,4152.84,4132.63,4145.07
20240613,4148.59,4148.59,4115.11,4120.63
20240614,4108.41,4140.21,4097.36,4134.26
20240617,4113.48,4137.98,4113.48,4132.53
20240618,4129.74,4152.36,4129.74,4146.0
20240619,4144.97,4144.97,4117.54,4120.39
20240620,4115.75,4126.35,4080.57,4080.57
20240621,4072.12,4085.85,4051.41,4074.68
20240624,4048.54,4073.08,4039.08,4040.09
20240625,4037.86,4046.58,3998.49,4015.32
20240626,4008.99,4054.1,3997.91,4052.84
20240627,4036.54,4036.54,4009.55,4009.55
20240628,3997.22,4049.11,3997.22,4023.33
20240701,4020.46,4050.69,4002.89,4046.46
20240702,4040.41,4052.74,4025.85,4029.67
20240703,4029.17,4029.17,4011.12,4017.39
20240704,4024.16,4038.13,3991.19,3991.19
20240705,3988.15,3988.15,3945.07,3985.52
20240708,3974.21,3974.21,3945.55,3945.64
20240709,3938.93,4004.26,3924.78,3997.4
20240710,3982.84,4007.59,3980.73,3985.72
20240711,4016.19,4044.96,4008.69,4043.58
20240712,4035.04,4053.86,4033.93,4046.25
20240715,4033.05,4044.97,4032.41,4039.64
20240716,4029.37,4065.23,4029.35,4064.56
20240717,4059.98,4072.0,4049.45,4057.22
20240718,4033.52,4079.29,4025.47,4079.29
20240719,4054.97,4099.69,4047.81,4094.49
20240722,4093.43,4093.43,4054.48,4073.01
20240723,4068.31,4068.31,3975.66,3975.66
20240724,3967.09,3987.72,3936.09,3946.05
20240725,3927.99,3942.55,3909.82,3925.35
20240726,3930.96,3955.95,3924.72,3948.59
20240729,3945.81,3945.81,3924.42,3924.42
20240730,3912.63,3912.63,3884.14,3901.81
20240731,3895.13,3999.15,3895.13,3997.47
20240801,4000.96,4000.96,3967.97,3970.35
20240802,3939.36,3969.81,3926.47,3926.47
20240805,3898.67,3951.54,3869.26,3869.26
20240806,3900.91,3900.91,3849.57,3879.57
20240807,3874.5,3901.49,3874.5,3877.82
20240808,3866.57,3895.73,3852.97,3876.53
20240809,3895.67,3900.49,3861.37,3861.37
20240812,3857.79,3866.47,3849.81,3854.76
20240813,3856.81,3865.01,3836.86,3864.83
20240814,3863.29,3863.29,3830.21,3830.21
20240815,3821.18,3882.75,3821.18,3866.78
20240816,3868.6,3881.79,3862.29,3867.01
20240819,3865.5,3900.08,3865.5,3878.35
20240820,3883.6,3883.6,3836.83,3844.69
20240821,3833.41,3851.54,3826.1,3834.75
20240822,3836.03,3836.09,3815.35,3818.68
20240823,3809.99,3838.15,3809.99,3833.19
20240826,3838.45,3838.45,3820.28,3832.7
20240827,3822.64,3822.64,3800.97,3807.54
20240828,3800.78,3803.57,3781.19,3790.86
20240829,3775.32,3807.75,3775.32,3795.78
20240903,3776.67,3805.34,3776.67,3800.66
20240904,3775.87,3799.32,3774.73,3777.34
20240905,3778.46,3789.69,3776.53,3785.99
20240906,3787.14,3799.66,3742.82,3747.96
20240909,3729.23,3741.38,3691.15,3706.38
20240910,3707.25,3723.46,3676.25,3710.91
20240911,3700.19,3720.52,3688.21,3709.2
20240912,3713.55,3731.71,3690.96,3691.62
20240913,3693.98,3708.41,3671.06,3671.06
20240918,3672.16,3695.98,3652.25,3685.02
20240919,3694.7,3740.38,3659.91,3716.39
20240920,3712.62,3724.56,3687.15,3717.17
20240923,3716.39,3748.63,3711.59,3725.78
20240924,3761.02,3885.23,3734.17,3885.17
20240925,3941.61,4016.42,3929.48,3937.37
20240926,3934.95,4103.82,3926.96,4103.82
20240927,4184.84,4311.02,4169.28,4298.56
20240930,4468.09,4707.59,4414.16,4684.89
20241008,5207.26,5207.26,4773.3,4981.3
20241009,4874.78,4911.48,4611.87,4630.94
20241010,4653.03,4787.16,4567.81,4661.03
20241011,4626.32,4627.9,4467.05,4516.47
20241014,4544.02,4628.73,4488.86,4609.55
20241015,4589.99,4631.73,4495.57,4495.57
20241016,4435.37,4520.04,4433.82,4464.92
20241017,4493.66,4524.22,4417.99,4418.55
20241018,4410.63,4669.67,4401.31,4581.32
20241021,4614.82,4671.84,4563.6,4614.35
20241022,4605.48,4659.02,4593.14,4644.92
20241023,4638.2,4712.37,4621.25,4664.25
20241024,4637.76,4644.82,4593.87,4610.74
20241025,4614.29,4698.68,4608.53,4655.91
20241028,4653.78,4674.82,4613.18,4674.82
20241029,4684.82,4703.42,4625.51,4628.61
20241030,4607.54,4639.69,4570.49,4603.98
20241031,4605.79,4647.17,4574.01,4614.79
20241101,4605.01,4653.59,4581.68,4597.45
20241104,4601.77,4665.2,4601.25,4665.2
20241105,4658.9,4793.63,4647.61,4789.76
20241106,4799.07,4846.21,4748.2,4775.62
20241107,4730.62,4893.84,4725.59,4893.31
20241108,4945.49,4960.8,4849.16,4860.88
20241111,4825.69,4915.27,4811.57,4913.93
